name,dist_ly,x,y,z,spect,temp,size,color,brightness,comp_val,comp_desc,stage,image,has_planets,planet_count,visible_from
Gliese GJ 1269B,52.61,47.33,-20.06,11.16,G2V,5700,0.148,Yellow,0.0207,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Gliese 876 System (39.6 ly away), Tau Ceti System (47.0 ly away), Barnard's Star System (50.5 ly away)"
Gliese Gl 676B,52.62,-4.23,-32.39,-41.26,m,3779,0.077,Red,0.0011,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 667 System (31.5 ly away), Gliese 581 System (43.0 ly away), Proxima Centauri System (48.7 ly away)"
Gliese GJ 3782B,52.65,-49.12,-18.78,2.5,G5,5081,0.66,Yellow,0.2606,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Gliese 581 System (36.7 ly away), Wolf 359 System (46.6 ly away), Gliese 667 System (48.4 ly away)"
Gliese Gl 165A,52.69,15.05,29.92,40.67,M3.5,3453,0.078,Red,0.0008,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"55 Cancri System (45.0 ly away), Ross 128 System (46.1 ly away), Epsilon Eridani System (48.4 ly away)"
Gliese Gl 472,52.76,-18.91,-2.79,-49.17,K0V,5174,0.706,Orange,0.3203,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 667 System (42.3 ly away), Gliese 581 System (48.5 ly away), Proxima Centauri System (48.8 ly away)"
Gliese GJ 1136A,52.78,-39.92,14.16,-31.5,K7V,3855,0.311,Orange,0.0191,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Wolf 359 System (47.5 ly away), Gliese 581 System (49.3 ly away), Proxima Centauri System (50.0 ly away)"
Gliese Gl 844,52.78,44.04,-24.96,14.96,M2,3797,0.259,Red,0.0125,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (40.9 ly away), Tau Ceti System (48.7 ly away), Barnard's Star System (50.0 ly away)"
Gliese GJ 1183A,52.78,-42.16,-31.75,-0.35,m,3581,0.064,Red,0.0006,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 581 System (33.6 ly away), Gliese 667 System (43.0 ly away), Wolf 359 System (48.5 ly away)"
Gliese GJ 1183B,52.78,-42.16,-31.75,-0.35,m,3541,0.063,Red,0.0006,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 581 System (33.6 ly away), Gliese 667 System (43.0 ly away), Wolf 359 System (48.5 ly away)"
Gliese Gl 294B,52.81,-12.88,22.78,-45.87,k,4051,0.325,Orange,0.0255,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Proxima Centauri System (50.1 ly away), Epsilon Eridani System (50.2 ly away), Wolf 359 System (51.5 ly away)"
Gliese Gl 294C,52.81,-12.88,22.78,-45.87,G2V,5700,0.031,Yellow,0.0009,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Proxima Centauri System (50.1 ly away), Epsilon Eridani System (50.2 ly away), Wolf 359 System (51.5 ly away)"
Gliese GJ 4079,52.82,5.4,-24.16,-46.66,M3,3824,0.245,Red,0.0116,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 667 System (35.2 ly away), Gliese 876 System (48.1 ly away), Gliese 581 System (48.4 ly away)"
Gliese GJ 1284,52.84,49.12,-6.42,-18.41,M2Ve,3794,0.212,Red,0.0084,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (37.9 ly away), Tau Ceti System (43.2 ly away), Epsilon Eridani System (48.4 ly away)"
Gliese Gl 294A,52.85,-12.87,22.8,-45.91,G2V...,6075,1.042,Yellow,1.328,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Proxima Centauri System (50.1 ly away), Epsilon Eridani System (50.3 ly away), Wolf 359 System (51.5 ly away)"
Gliese GJ 1036,52.88,40.52,14.2,-30.87,G2V,3779,0.193,Yellow,0.0068,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Tau Ceti System (42.0 ly away), Gliese 876 System (42.0 ly away), Epsilon Eridani System (45.4 ly away)"
Gliese Gl 366,52.88,-10.66,7.0,51.32,M2,3980,0.237,Red,0.0127,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"55 Cancri System (39.7 ly away), Ross 128 System (48.5 ly away), Wolf 359 System (50.7 ly away)"
Gliese Gl 826.1,52.9,38.15,-31.95,-17.97,K5V,4051,0.468,Orange,0.053,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 876 System (39.3 ly away), Gliese 667 System (43.9 ly away), Tau Ceti System (48.6 ly away)"
Gliese Gl 391,52.91,-13.31,5.9,-50.87,F2IV,7050,1.619,Yellow-White,5.813,1.0,Solar metallicity,Subgiant,images/sun.jpg,FALSE,0,"Gliese 667 System (46.0 ly away), Proxima Centauri System (49.3 ly away), Wolf 359 System (52.3 ly away)"
Gliese Gl 841B,52.92,28.61,-17.04,-41.13,DQ7,8486,0.01,White,0.0003,1.0,Solar metallicity,White Dwarf,images/sirius.jpg,FALSE,0,"Gliese 876 System (42.0 ly away), Gliese 667 System (42.5 ly away), Tau Ceti System (47.5 ly away)"
Gliese GJ 1026A,52.93,47.83,13.54,18.19,M,3663,0.201,Red,0.0066,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (43.9 ly away), Tau Ceti System (44.1 ly away), Epsilon Eridani System (46.5 ly away)"
Gliese GJ 1013,52.95,52.17,7.24,-5.42,m,3594,0.11,Red,0.0018,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (39.7 ly away), Tau Ceti System (42.0 ly away), Epsilon Eridani System (46.1 ly away)"
Gliese Gl 347A,52.96,-41.52,32.18,-6.8,M5,3776,0.135,Red,0.0033,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"55 Cancri System (31.8 ly away), Ross 128 System (45.3 ly away), Wolf 359 System (46.1 ly away)"
Gliese Gl 156.2,53.0,6.28,11.02,51.46,K4V,4447,0.586,Orange,0.1207,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"55 Cancri System (46.9 ly away), Ross 128 System (49.0 ly away), Solar System (Earth/Sun) (53.0 ly away)"
Gliese Gl 872B,53.0,49.18,-16.29,11.18,M1,3100,0.241,Red,0.0048,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (39.9 ly away), Tau Ceti System (46.6 ly away), Epsilon Eridani System (51.2 ly away)"
Gliese Gl 699.1,53.03,-0.29,-6.66,52.59,DA7,7158,0.014,White,0.0004,1.0,Solar metallicity,White Dwarf,images/sirius.jpg,FALSE,0,"Barnard's Star System (51.1 ly away), Ross 128 System (52.0 ly away), 55 Cancri System (52.5 ly away)"
Gliese GJ 1133,53.12,-21.65,9.73,47.52,DA7,6989,0.012,White,0.0003,1.0,Solar metallicity,White Dwarf,images/sirius.jpg,FALSE,0,"55 Cancri System (32.8 ly away), Ross 128 System (47.7 ly away), Wolf 359 System (49.3 ly away)"
Gliese Gl 405,53.12,-28.52,8.2,44.06,M1.5,3749,0.103,Red,0.0019,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"55 Cancri System (30.9 ly away), Ross 128 System (47.8 ly away), Wolf 359 System (48.4 ly away)"
Gliese Gl 377,53.13,-39.81,22.71,-26.88,M4,3816,0.18,Red,0.0062,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Wolf 359 System (47.4 ly away), 55 Cancri System (48.6 ly away), Ross 128 System (49.1 ly away)"
46Xi Peg,53.15,49.32,-16.34,11.21,F7V,6380,1.803,Yellow-White,4.835,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Gliese 876 System (40.0 ly away), Tau Ceti System (46.8 ly away), Epsilon Eridani System (51.3 ly away)"
Gliese GJ 1006A,53.19,49.9,3.54,18.07,M:,3816,0.153,Red,0.0045,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (42.6 ly away), Tau Ceti System (45.0 ly away), Epsilon Eridani System (48.2 ly away)"
Gliese Gl 181,53.2,9.05,33.09,40.66,M2,3929,0.361,Red,0.0278,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"55 Cancri System (40.3 ly away), Ross 128 System (45.6 ly away), Epsilon Eridani System (49.2 ly away)"
Gliese GJ 3836,53.21,-31.25,-20.93,37.63,M2.5,3100,0.253,Red,0.0053,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 581 System (44.7 ly away), Wolf 359 System (49.4 ly away), Barnard's Star System (50.1 ly away)"
Gliese GJ 1264,53.22,13.76,-8.84,-50.64,M2Ve,3918,0.411,Red,0.0357,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 667 System (42.4 ly away), Gliese 876 System (47.1 ly away), Tau Ceti System (49.5 ly away)"
Gliese Gl 16,53.28,52.28,4.18,9.44,M0,3825,0.232,Red,0.0103,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (41.2 ly away), Tau Ceti System (43.9 ly away), Epsilon Eridani System (47.6 ly away)"
Hipparcos 27111,53.28,3.45,52.48,8.56,F8:,5605,0.087,Yellow-White,0.0067,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"55 Cancri System (39.8 ly away), Ross 128 System (43.4 ly away), Epsilon Eridani System (45.5 ly away)"
Gliese GJ 1135,53.28,-40.12,14.37,-31.99,M0V,3848,0.349,Red,0.0239,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Wolf 359 System (48.0 ly away), Gliese 581 System (49.8 ly away), Proxima Centauri System (50.5 ly away)"
Gliese Gl 73,53.29,45.87,22.61,15.0,M3,3555,0.061,Red,0.0005,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Tau Ceti System (43.7 ly away), Epsilon Eridani System (45.4 ly away), Gliese 876 System (45.6 ly away)"
Gliese Gl 607,53.29,-22.73,-40.07,26.79,M3,3705,0.117,Red,0.0023,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 581 System (39.7 ly away), Barnard's Star System (48.3 ly away), Gliese 667 System (49.4 ly away)"
Gliese Gl 678A,53.3,-6.86,-52.85,-0.99,G8IV-V,5551,1.433,Yellow,1.749,1.0,Solar metallicity,Subgiant,images/sun.jpg,FALSE,0,"Gliese 667 System (36.7 ly away), Gliese 581 System (38.0 ly away), Barnard's Star System (47.6 ly away)"
Gliese Gl 828.2,53.31,41.61,-32.72,-6.35,M0,3794,0.214,Red,0.0085,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (39.6 ly away), Gliese 667 System (47.7 ly away), Tau Ceti System (49.1 ly away)"
Gliese Gl 719,53.34,4.87,-32.68,41.87,K7Vvar,4185,0.666,Orange,0.1222,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Barnard's Star System (48.8 ly away), Gliese 581 System (51.0 ly away), Solar System (Earth/Sun) (53.3 ly away)"
Gliese Gl 724,53.34,9.22,-51.06,-12.34,M,3786,0.266,Red,0.013,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 667 System (35.1 ly away), Gliese 581 System (43.1 ly away), Gliese 876 System (47.8 ly away)"
Gliese Gl 548A,53.37,-39.34,-29.04,21.38,M1,3920,0.369,Red,0.0288,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 581 System (38.3 ly away), Wolf 359 System (49.0 ly away), Barnard's Star System (49.8 ly away)"
Gliese GJ 1011,53.38,48.4,4.97,21.97,k-m,3663,0.053,Orange,0.0005,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 876 System (43.8 ly away), Tau Ceti System (45.7 ly away), Epsilon Eridani System (48.5 ly away)"
Gliese GJ 2147,53.39,24.95,-38.81,-26.87,G2V,9328,0.021,Yellow,0.0031,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Gliese 667 System (37.5 ly away), Gliese 876 System (42.9 ly away), Barnard's Star System (50.2 ly away)"
Gliese Gl 824,53.45,39.88,-34.5,8.72,K2,4695,0.615,Orange,0.1649,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 876 System (41.6 ly away), Barnard's Star System (49.8 ly away), Tau Ceti System (50.8 ly away)"
Gliese Gl 225.2A,53.47,-0.07,45.82,-27.56,K3/K4V,4436,0.699,Orange,0.1695,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Epsilon Eridani System (46.0 ly away), Ross 128 System (47.5 ly away), Tau Ceti System (48.6 ly away)"
Gliese GJ 3015B,53.47,8.66,0.52,52.76,m,3100,0.025,Red,0.0001,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Ross 128 System (51.6 ly away), Barnard's Star System (52.4 ly away), 55 Cancri System (53.4 ly away)"
Gliese GJ 3105,53.47,41.17,19.26,28.17,m,3100,0.088,Red,0.0006,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Tau Ceti System (46.3 ly away), Epsilon Eridani System (47.3 ly away), Gliese 876 System (48.0 ly away)"
Gliese GJ 3180,53.47,39.86,35.34,-4.65,m,3794,0.024,Red,0.0001,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Tau Ceti System (42.4 ly away), Epsilon Eridani System (43.3 ly away), Gliese 876 System (47.2 ly away)"
Gliese GJ 3243,53.47,11.14,15.65,-49.9,m,3100,0.216,Red,0.0039,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Tau Ceti System (47.8 ly away), Epsilon Eridani System (49.0 ly away), Gliese 876 System (50.3 ly away)"
Gliese GJ 3566,53.47,-44.47,29.39,-4.13,m,3100,0.079,Red,0.0005,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"55 Cancri System (31.0 ly away), Ross 128 System (46.1 ly away), Wolf 359 System (46.3 ly away)"
Gliese GJ 3758,53.47,-51.39,-13.79,-5.25,M3.5,3705,0.115,Red,0.0023,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 581 System (38.6 ly away), Wolf 359 System (47.1 ly away), Gliese 667 System (48.9 ly away)"
Gliese GJ 3808,53.47,-47.43,-24.38,3.82,m,3100,0.072,Red,0.0004,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 581 System (36.2 ly away), Gliese 667 System (47.6 ly away), Wolf 359 System (48.1 ly away)"
Gliese Gl 552.1,53.47,-24.79,-19.19,-43.31,k-m,3779,0.169,Orange,0.0052,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 667 System (37.1 ly away), Gliese 581 System (42.5 ly away), Proxima Centauri System (49.2 ly away)"
Gliese GJ 3871,53.47,-38.12,-35.69,11.47,k,3764,0.172,Orange,0.0053,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 581 System (35.3 ly away), Gliese 667 System (46.0 ly away), Barnard's Star System (49.4 ly away)"
Gliese GJ 3929,53.47,-22.07,-37.58,30.98,M6  :,3663,0.11,Red,0.002,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,TRUE,2,"Gliese 581 System (41.4 ly away), Barnard's Star System (48.6 ly away), Gliese 667 System (51.6 ly away)"
Gliese Gl 560B,53.49,-17.18,-14.73,-48.47,K5 V,4409,0.532,Orange,0.0959,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 667 System (38.2 ly away), Gliese 581 System (45.9 ly away), Proxima Centauri System (49.3 ly away)"
Gliese Gl 272,53.52,-13.19,34.7,38.56,M2,3883,0.262,Red,0.014,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"55 Cancri System (24.1 ly away), Ross 128 System (44.1 ly away), Wolf 359 System (50.1 ly away)"
Gliese Gl 332B,53.59,-28.34,28.18,35.71,G5 V,5778,0.89,Yellow,0.7929,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"55 Cancri System (17.3 ly away), Ross 128 System (44.7 ly away), Wolf 359 System (48.2 ly away)"
Gliese Gl 620,53.62,-19.98,-44.42,-22.41,M2,3858,0.309,Red,0.019,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 667 System (32.3 ly away), Gliese 581 System (35.8 ly away), Barnard's Star System (49.6 ly away)"
Gliese Gl 399,53.64,-50.02,18.28,-6.47,M,3789,0.198,Red,0.0072,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"55 Cancri System (37.1 ly away), Wolf 359 System (46.1 ly away), Ross 128 System (48.4 ly away)"
Gliese GJ 3553,53.64,-41.17,34.25,3.15,m,3649,0.083,Red,0.0011,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"55 Cancri System (24.7 ly away), Ross 128 System (44.9 ly away), Wolf 359 System (46.6 ly away)"
Gliese Gl 678B,53.64,-6.91,-53.18,-1.0,G8 IV-V,5700,0.907,Yellow,0.7798,1.0,Solar metallicity,Subgiant,images/sun.jpg,FALSE,0,"Gliese 667 System (37.0 ly away), Gliese 581 System (38.3 ly away), Barnard's Star System (47.9 ly away)"
Gliese Gl 676A,53.65,-4.32,-33.02,-42.07,M0,3855,0.419,Red,0.0347,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 667 System (32.6 ly away), Gliese 581 System (44.0 ly away), Proxima Centauri System (49.7 ly away)"
Gliese Gl 238,53.67,-4.12,27.72,-45.78,M,3794,0.169,Red,0.0053,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Epsilon Eridani System (49.2 ly away), Tau Ceti System (50.3 ly away), Proxima Centauri System (51.4 ly away)"
Gliese Gl 21,53.74,18.13,2.14,50.55,M0,3856,0.272,Red,0.0146,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Ross 128 System (52.4 ly away), Barnard's Star System (53.0 ly away), Solar System (Earth/Sun) (53.7 ly away)"
Gliese Gl 298,53.75,-17.39,27.31,-42.91,M,3759,0.163,Red,0.0048,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Epsilon Eridani System (51.1 ly away), Proxima Centauri System (51.3 ly away), Ross 128 System (51.4 ly away)"
Gliese GJ 3860,53.82,-41.22,-33.38,9.11,K0,4809,0.71,Orange,0.2417,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 581 System (35.6 ly away), Gliese 667 System (46.4 ly away), Wolf 359 System (49.7 ly away)"
9 Pup,53.83,-24.49,46.16,-12.93,G2V,5968,1.341,Yellow,2.0474,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"55 Cancri System (37.9 ly away), Ross 128 System (45.0 ly away), Wolf 359 System (49.2 ly away)"
Gliese Gl 264.1A,53.87,-10.74,37.5,-37.15,G3V...,5875,1.152,Yellow,1.4178,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Epsilon Eridani System (48.9 ly away), Ross 128 System (49.6 ly away), Tau Ceti System (51.4 ly away)"
Gliese Gl 134,53.91,27.48,32.21,33.38,M1,3872,0.301,Red,0.0182,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Epsilon Eridani System (47.5 ly away), Ross 128 System (48.5 ly away), Tau Ceti System (48.8 ly away)"
Gliese Gl 322,53.95,-14.89,15.96,49.33,K5,4088,0.434,Orange,0.0471,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"55 Cancri System (33.1 ly away), Ross 128 System (47.7 ly away), Wolf 359 System (50.9 ly away)"
Gliese GJ 2095,54.0,-34.34,-5.86,-41.25,DA6,8321,0.012,White,0.0006,1.0,Solar metallicity,White Dwarf,images/sirius.jpg,FALSE,0,"Gliese 667 System (43.7 ly away), Gliese 581 System (45.1 ly away), Proxima Centauri System (50.1 ly away)"
Gliese GJ 3937,54.0,-25.96,-46.98,-5.91,dM4.5-5,3288,0.038,White,0.0001,1.0,Solar metallicity,White Dwarf,images/sirius.jpg,TRUE,1,"Gliese 581 System (34.3 ly away), Gliese 667 System (37.2 ly away), Barnard's Star System (49.2 ly away)"
Gliese GJ 3082,54.02,30.13,10.16,-43.67,M4,3598,0.234,Red,0.0082,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,TRUE,1,"Tau Ceti System (45.3 ly away), Gliese 876 System (45.3 ly away), Epsilon Eridani System (48.3 ly away)"
Gliese Gl 78,54.04,46.89,24.88,-10.13,M4,3832,0.153,Red,0.0046,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Tau Ceti System (42.2 ly away), Gliese 876 System (44.2 ly away), Epsilon Eridani System (44.7 ly away)"
Alp Cir,54.04,-17.35,-14.89,-48.97,F1Vp,7753,1.986,Yellow-White,12.7879,1.4,Metal-rich,Main Sequence,images/sun.jpg,FALSE,0,"Gliese 667 System (38.7 ly away), Gliese 581 System (46.5 ly away), Proxima Centauri System (49.8 ly away)"
Gliese Gl 98B,54.16,43.16,32.45,4.19,K7 V,4500,0.322,Orange,0.0381,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Tau Ceti System (43.5 ly away), Epsilon Eridani System (44.6 ly away), Gliese 876 System (47.4 ly away)"
Gliese Gl 907,54.18,35.49,-1.85,40.9,M1,3608,0.154,Red,0.0036,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (49.5 ly away), Tau Ceti System (51.3 ly away), Epsilon Eridani System (52.7 ly away)"
Gliese Gl 762,54.18,9.93,-22.65,-48.21,m+,3824,0.13,Red,0.0033,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 667 System (37.8 ly away), Gliese 876 System (48.3 ly away), Proxima Centauri System (50.6 ly away)"
Gliese Gl 247,54.23,-5.8,26.21,47.12,M0p,4291,0.539,Red,0.0882,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"55 Cancri System (33.5 ly away), Ross 128 System (46.7 ly away), Wolf 359 System (52.1 ly away)"
Gliese Gl 905.2B,54.26,45.63,-3.22,29.19,DA4,8571,0.019,White,0.0017,1.0,Solar metallicity,White Dwarf,images/sirius.jpg,FALSE,0,"Gliese 876 System (45.6 ly away), Tau Ceti System (48.7 ly away), Epsilon Eridani System (51.4 ly away)"
Gliese GJ 3481A,54.28,-26.87,42.92,19.54,M:,4051,0.415,Red,0.0415,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"55 Cancri System (17.3 ly away), Ross 128 System (43.6 ly away), Wolf 359 System (48.9 ly away)"
Gliese GJ 1025,54.36,52.29,14.24,-4.22,G2V,3477,0.093,Yellow,0.0011,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Gliese 876 System (42.3 ly away), Tau Ceti System (43.0 ly away), Epsilon Eridani System (46.5 ly away)"
Gliese GJ 3142,54.36,45.47,29.79,0.0,m,3100,0.108,Red,0.001,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Tau Ceti System (43.1 ly away), Epsilon Eridani System (44.8 ly away), Gliese 876 System (46.4 ly away)"
Gliese Gl 101,54.36,23.13,17.98,45.79,M3.5,3764,0.084,Red,0.0013,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Ross 128 System (50.6 ly away), Epsilon Eridani System (51.4 ly away), Tau Ceti System (52.3 ly away)"
Gliese Gl 130,54.36,28.57,31.87,-33.54,M3,3705,0.193,Red,0.0063,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Tau Ceti System (44.4 ly away), Epsilon Eridani System (45.5 ly away), Gliese 876 System (49.0 ly away)"
Gliese GJ 3225,54.36,31.82,40.27,17.92,m,3100,0.055,Red,0.0003,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Epsilon Eridani System (45.4 ly away), Tau Ceti System (46.4 ly away), Ross 128 System (48.7 ly away)"
Gliese GJ 3286,54.36,16.76,38.09,-34.98,M3.5,3100,0.082,Red,0.0006,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,TRUE,2,"Epsilon Eridani System (45.9 ly away), Tau Ceti System (46.3 ly away), Ross 128 System (51.7 ly away)"
Gliese GJ 3514,54.36,-17.59,19.45,47.61,m,3368,0.042,Red,0.0002,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"55 Cancri System (30.0 ly away), Ross 128 System (47.4 ly away), Wolf 359 System (50.8 ly away)"
Gliese GJ 3630,54.36,-51.99,15.88,0.52,m,3100,0.092,Red,0.0007,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"55 Cancri System (34.9 ly away), Wolf 359 System (46.6 ly away), Ross 128 System (49.0 ly away)"
Gliese GJ 3659,54.36,-50.95,8.08,-17.13,M3,3100,0.133,Red,0.0015,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 581 System (46.9 ly away), Wolf 359 System (47.5 ly away), 55 Cancri System (48.4 ly away)"
Gliese GJ 3672,54.36,-53.78,5.86,-5.36,m,3100,0.052,Red,0.0002,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,TRUE,3,"55 Cancri System (43.3 ly away), Gliese 581 System (46.1 ly away), Wolf 359 System (46.9 ly away)"
Gliese GJ 3681,54.36,-52.4,4.12,13.86,M3.5,3824,0.108,Red,0.0022,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"55 Cancri System (36.0 ly away), Wolf 359 System (46.8 ly away), Gliese 581 System (47.0 ly away)"
Gliese GJ 3692,54.36,-46.38,1.37,-28.32,M4,3516,0.08,Red,0.0009,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 581 System (45.3 ly away), Wolf 359 System (48.7 ly away), Gliese 667 System (49.8 ly away)"
