name,dist_ly,x,y,z,spect,temp,size,color,brightness,comp_val,comp_desc,stage,image,has_planets,planet_count,visible_from
Gliese GJ 3731A,54.36,-53.65,-7.04,-5.17,M3.5,3100,0.136,Red,0.0015,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 581 System (41.6 ly away), Wolf 359 System (47.5 ly away), 55 Cancri System (50.4 ly away)"
Gliese GJ 3732B,54.36,-53.65,-7.04,-5.17,M3.5:,3100,0.076,Red,0.0005,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 581 System (41.6 ly away), Wolf 359 System (47.5 ly away), 55 Cancri System (50.4 ly away)"
Gliese GJ 3762,54.36,-44.7,-13.41,27.88,m,3322,0.038,Red,0.0002,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 581 System (44.1 ly away), 55 Cancri System (45.1 ly away), Wolf 359 System (48.5 ly away)"
Gliese GJ 3786,54.36,-43.17,-17.29,-28.14,M4,3100,0.103,Red,0.0009,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 581 System (39.5 ly away), Gliese 667 System (42.6 ly away), Wolf 359 System (50.0 ly away)"
Gliese GJ 3878A,54.36,-37.14,-36.0,16.72,M5,3100,0.043,Red,0.0002,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 581 System (37.3 ly away), Gliese 667 System (48.4 ly away), Barnard's Star System (50.2 ly away)"
Gliese GJ 3879B,54.36,-37.14,-36.01,16.72,M7  :,3100,0.025,Red,0.0001,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 581 System (37.3 ly away), Gliese 667 System (48.4 ly away), Barnard's Star System (50.2 ly away)"
Gliese GJ 2112A,54.36,-30.54,-37.12,-25.38,M3 :,3516,0.093,Red,0.0012,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 667 System (35.3 ly away), Gliese 581 System (36.0 ly away), Proxima Centauri System (50.8 ly away)"
Gliese GJ 3960,54.36,-19.87,-49.74,9.29,m,3568,0.1,Red,0.0015,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 581 System (37.1 ly away), Gliese 667 System (41.9 ly away), Barnard's Star System (48.8 ly away)"
Gliese GJ 4003,54.36,-8.37,-49.9,19.86,m,3100,0.092,Red,0.0007,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 581 System (41.5 ly away), Gliese 667 System (45.9 ly away), Barnard's Star System (48.5 ly away)"
Gliese GJ 4013,54.36,-4.5,-46.85,-27.19,k-m,3839,0.229,Orange,0.0102,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 667 System (31.9 ly away), Gliese 581 System (40.8 ly away), Barnard's Star System (50.3 ly away)"
Gliese GJ 4113,54.36,16.66,-38.48,34.59,M2.5,3100,0.247,Red,0.0051,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,TRUE,2,"Barnard's Star System (49.5 ly away), Gliese 876 System (51.5 ly away), Gliese 581 System (52.9 ly away)"
Gliese GJ 4132,54.36,27.71,-46.13,-7.69,k-m,4500,0.054,Orange,0.0011,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 667 System (42.0 ly away), Gliese 876 System (44.2 ly away), Barnard's Star System (49.9 ly away)"
Gliese GJ 4202,54.36,43.36,-32.14,-6.49,M3.5,3677,0.061,Red,0.0006,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (40.4 ly away), Gliese 667 System (49.1 ly away), Tau Ceti System (49.8 ly away)"
Gliese GJ 4267,54.36,19.67,-9.66,49.75,m,3100,0.142,Red,0.0017,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Barnard's Star System (52.3 ly away), Gliese 876 System (54.1 ly away), Solar System (Earth/Sun) (54.4 ly away)"
Gliese Gl 291B,54.38,-24.73,46.63,-13.06,G4 V,5778,0.908,Yellow,0.8241,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"55 Cancri System (38.3 ly away), Ross 128 System (45.5 ly away), Wolf 359 System (49.8 ly away)"
Gliese Gl 150.1A,54.43,29.21,43.2,15.61,M1,3839,0.241,Red,0.0113,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Epsilon Eridani System (45.3 ly away), Tau Ceti System (46.6 ly away), Ross 128 System (48.2 ly away)"
Gliese Gl 57,54.49,38.16,14.19,-36.22,K5,3978,0.307,Orange,0.0212,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Tau Ceti System (44.1 ly away), Gliese 876 System (44.4 ly away), Epsilon Eridani System (47.4 ly away)"
Gliese GJ 3006,54.5,22.3,0.61,-49.72,M4,3720,0.139,Red,0.0033,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (46.9 ly away), Tau Ceti System (48.2 ly away), Gliese 667 System (48.6 ly away)"
56Psi5Aur,54.52,-8.0,38.68,37.58,G0V,6067,1.267,Yellow,1.9516,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"55 Cancri System (27.7 ly away), Ross 128 System (44.9 ly away), Epsilon Eridani System (51.7 ly away)"
Gliese GJ 3389,54.54,-2.99,49.79,-22.06,G5V,5558,0.897,Yellow,0.6893,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Epsilon Eridani System (47.1 ly away), Ross 128 System (47.3 ly away), Tau Ceti System (50.3 ly away)"
Gliese Gl 795A,54.54,34.86,-41.68,4.73,K5V,4230,0.773,Orange,0.1716,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 876 System (43.6 ly away), Gliese 667 System (48.2 ly away), Barnard's Star System (50.2 ly away)"
Gliese GJ 1222,54.54,-1.34,-54.07,7.0,m,3720,0.09,Red,0.0014,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 667 System (41.0 ly away), Gliese 581 System (41.6 ly away), Barnard's Star System (48.6 ly away)"
Gliese GJ 4385,54.54,36.66,-0.03,40.38,m,3310,0.029,Red,0.0001,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (49.7 ly away), Tau Ceti System (51.2 ly away), Epsilon Eridani System (52.6 ly away)"
Gliese Gl 510,54.61,-44.72,-17.58,-25.95,M,3761,0.228,Red,0.0094,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 581 System (39.4 ly away), Gliese 667 System (43.4 ly away), Wolf 359 System (50.0 ly away)"
Gliese GJ 1164B,54.67,-48.53,-10.35,-22.93,K0,3983,0.345,Orange,0.0268,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 581 System (41.2 ly away), Gliese 667 System (47.0 ly away), Wolf 359 System (49.1 ly away)"
Gliese Gl 295,54.69,-23.96,41.28,26.69,G8V,5548,0.685,Yellow,0.3988,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"55 Cancri System (17.2 ly away), Ross 128 System (44.1 ly away), Wolf 359 System (49.7 ly away)"
Gliese GJ 1203,54.7,-19.83,-49.56,11.94,K:,3839,0.133,Orange,0.0034,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 581 System (37.8 ly away), Gliese 667 System (43.3 ly away), Barnard's Star System (49.1 ly away)"
Gliese Gl 645,54.72,-11.9,-42.02,-32.98,M1,3779,0.189,Red,0.0065,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 667 System (32.1 ly away), Gliese 581 System (40.3 ly away), Proxima Centauri System (51.0 ly away)"
Caph,54.74,28.05,1.12,47.0,F2III-IV,6989,3.747,Yellow-White,30.0608,1.4,Metal-rich,Red Giant,images/sun.jpg,FALSE,0,"Gliese 876 System (52.9 ly away), Tau Ceti System (53.5 ly away), Epsilon Eridani System (53.9 ly away)"
Hipparcos 69285,54.74,-39.35,-25.3,-28.43,G2V,5700,0.113,Yellow,0.0121,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Gliese 581 System (38.2 ly away), Gliese 667 System (39.8 ly away), Proxima Centauri System (51.1 ly away)"
Gliese Gl 143,54.82,15.14,19.21,-49.06,K5V,4451,0.64,Orange,0.1441,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Tau Ceti System (48.2 ly away), Epsilon Eridani System (49.4 ly away), Gliese 876 System (51.0 ly away)"
Gliese Gl 56.5,54.83,11.8,4.41,53.36,K0,5204,0.712,Orange,0.3336,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Ross 128 System (52.5 ly away), 55 Cancri System (54.1 ly away), Barnard's Star System (54.2 ly away)"
Gliese GJ 4383,54.84,54.35,-0.35,7.31,M2V:,3794,0.16,Red,0.0048,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (41.8 ly away), Tau Ceti System (45.6 ly away), Epsilon Eridani System (49.8 ly away)"
Gliese GJ 1058,54.91,34.87,42.32,2.82,m,3440,0.049,Red,0.0003,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Epsilon Eridani System (44.7 ly away), Tau Ceti System (45.1 ly away), Ross 128 System (50.2 ly away)"
Gliese GJ 1049,54.94,22.26,18.52,-46.68,M0Ve,3957,0.426,Red,0.0399,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Tau Ceti System (47.0 ly away), Epsilon Eridani System (48.8 ly away), Gliese 876 System (49.2 ly away)"
Gliese Gl 155.1,54.95,29.9,46.02,2.67,M0V:,3801,0.224,Red,0.0094,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Epsilon Eridani System (44.8 ly away), Tau Ceti System (45.8 ly away), Ross 128 System (49.1 ly away)"
Gliese Gl 727,54.99,11.35,-52.82,10.25,K0,4581,0.637,Orange,0.1605,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 667 System (44.1 ly away), Gliese 581 System (46.5 ly away), Barnard's Star System (49.2 ly away)"
Gliese Gl 200B,55.01,9.73,54.06,-2.95,M2,3100,0.25,Red,0.0052,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Epsilon Eridani System (45.9 ly away), Ross 128 System (46.5 ly away), Tau Ceti System (49.0 ly away)"
Gliese GJ 1095,55.09,-12.15,35.38,40.45,G0V,6063,1.116,Yellow,1.5108,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"55 Cancri System (26.3 ly away), Ross 128 System (45.8 ly away), Wolf 359 System (51.9 ly away)"
Gliese GJ 1042,55.09,35.5,22.91,35.36,DZ7,7276,0.012,White,0.0004,1.0,Solar metallicity,White Dwarf,images/sirius.jpg,FALSE,0,"Epsilon Eridani System (49.5 ly away), Tau Ceti System (49.5 ly away), Ross 128 System (52.0 ly away)"
Gliese Gl 414.1A,55.13,-39.15,8.44,37.89,M4,3605,0.265,Red,0.0107,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"55 Cancri System (29.6 ly away), Wolf 359 System (49.1 ly away), Ross 128 System (49.7 ly away)"
Gliese GJ 3205,55.17,37.03,40.5,5.68,M4V:,3794,0.158,Red,0.0047,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Epsilon Eridani System (45.2 ly away), Tau Ceti System (45.3 ly away), Ross 128 System (50.8 ly away)"
Gliese Gl 540,55.19,-7.64,-4.79,54.45,M2,3985,0.288,Red,0.0187,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"55 Cancri System (49.6 ly away), Ross 128 System (53.3 ly away), Barnard's Star System (53.5 ly away)"
Gliese Gl 168.2,55.19,21.53,47.36,18.41,m,4743,0.016,Red,0.0001,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Epsilon Eridani System (46.6 ly away), Ross 128 System (47.4 ly away), Tau Ceti System (48.9 ly away)"
Gliese Gl 786,55.21,6.59,-10.26,53.84,K5,4086,0.529,Orange,0.07,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Barnard's Star System (53.0 ly away), Solar System (Earth/Sun) (55.2 ly away), Ross 128 System (55.2 ly away)"
Gliese Gl 486.1,55.22,-48.98,-10.59,23.2,G7V,5591,0.932,Yellow,0.7614,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"55 Cancri System (44.2 ly away), Gliese 581 System (44.6 ly away), Wolf 359 System (48.8 ly away)"
Gliese GJ 3942,55.22,-15.49,-29.45,44.06,M0,3670,0.351,Red,0.02,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,TRUE,1,"Gliese 581 System (48.9 ly away), Barnard's Star System (51.1 ly away), Wolf 359 System (54.0 ly away)"
Hipparcos 92444,55.22,10.73,-48.05,-25.0,Kp,3856,0.417,Orange,0.0345,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 667 System (35.0 ly away), Gliese 581 System (46.1 ly away), Gliese 876 System (48.8 ly away)"
Gliese Gl 895.4,55.22,28.08,-3.53,47.42,K2V,5166,0.879,Orange,0.4939,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 876 System (53.0 ly away), Barnard's Star System (54.0 ly away), Tau Ceti System (54.4 ly away)"
39 Tau,55.24,24.57,44.94,20.7,G5V,5890,1.005,Yellow,1.0904,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Epsilon Eridani System (46.7 ly away), Ross 128 System (48.0 ly away), Tau Ceti System (48.7 ly away)"
Gliese Gl 414.1B,55.27,-39.24,8.46,37.99,M3,3734,0.164,Red,0.0047,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"55 Cancri System (29.7 ly away), Wolf 359 System (49.2 ly away), Ross 128 System (49.8 ly away)"
Gliese GJ 3173,55.28,42.3,35.02,6.38,DA8,6674,0.011,White,0.0002,1.0,Solar metallicity,White Dwarf,images/sirius.jpg,TRUE,2,"Tau Ceti System (44.9 ly away), Epsilon Eridani System (45.7 ly away), Gliese 876 System (49.3 ly away)"
Gliese GJ 3241,55.28,28.84,40.99,23.34,dM3.1,12000,0.01,White,0.0019,1.0,Solar metallicity,White Dwarf,images/sirius.jpg,FALSE,0,"Epsilon Eridani System (47.0 ly away), Tau Ceti System (48.4 ly away), Ross 128 System (49.0 ly away)"
Gliese GJ 3328,55.28,12.85,53.6,4.18,g,3779,0.182,Yellow,0.0061,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Epsilon Eridani System (46.2 ly away), Ross 128 System (46.6 ly away), 55 Cancri System (48.7 ly away)"
Gliese GJ 3482B,55.28,-27.37,43.71,19.9,m,3100,0.347,Red,0.01,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"55 Cancri System (18.2 ly away), Ross 128 System (44.6 ly away), Wolf 359 System (49.9 ly away)"
Gliese GJ 3545,55.28,-19.58,16.95,-48.84,m,3100,0.159,Red,0.0021,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Proxima Centauri System (52.1 ly away), Gliese 667 System (52.8 ly away), Wolf 359 System (53.3 ly away)"
Gliese GJ 3599,55.28,-45.37,19.84,24.57,k-m,3691,0.089,Orange,0.0013,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"55 Cancri System (22.6 ly away), Ross 128 System (48.0 ly away), Wolf 359 System (48.1 ly away)"
Gliese GJ 3673,55.28,-42.76,4.58,34.73,m,3100,0.131,Red,0.0014,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,TRUE,3,"55 Cancri System (32.3 ly away), Wolf 359 System (48.9 ly away), Ross 128 System (50.6 ly away)"
Gliese GJ 3684,55.28,-18.85,1.06,51.96,m,3100,0.105,Red,0.0009,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"55 Cancri System (41.5 ly away), Ross 128 System (51.7 ly away), Wolf 359 System (52.3 ly away)"
Gliese GJ 3843,55.28,-45.1,-31.95,-1.08,M3,3568,0.097,Red,0.0014,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 581 System (36.2 ly away), Gliese 667 System (45.5 ly away), Wolf 359 System (50.8 ly away)"
Gliese Gl 781.3,55.28,27.64,-43.26,-20.51,DA6,8241,0.01,White,0.0004,1.0,Solar metallicity,White Dwarf,images/sirius.jpg,FALSE,0,"Gliese 667 System (40.4 ly away), Gliese 876 System (44.5 ly away), Barnard's Star System (51.6 ly away)"
Gliese GJ 1251,55.28,7.67,-10.16,-53.82,M4.5,3465,0.076,Red,0.0007,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 667 System (43.0 ly away), Gliese 876 System (50.8 ly away), Proxima Centauri System (51.7 ly away)"
Gliese GJ 4176A,55.28,32.88,-32.51,30.3,m,3100,0.191,Red,0.003,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (48.0 ly away), Barnard's Star System (51.3 ly away), Tau Ceti System (55.2 ly away)"
Gliese GJ 4177B,55.28,32.89,-32.5,30.3,m,3100,0.131,Red,0.0014,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (48.0 ly away), Barnard's Star System (51.3 ly away), Tau Ceti System (55.2 ly away)"
Gliese GJ 4184,55.28,37.45,-32.78,24.05,m,3100,0.206,Red,0.0035,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (46.1 ly away), Barnard's Star System (51.5 ly away), Tau Ceti System (54.0 ly away)"
Gliese GJ 4219,55.28,31.74,-20.82,40.19,M3.5,3100,0.117,Red,0.0011,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (50.1 ly away), Barnard's Star System (52.4 ly away), Tau Ceti System (54.9 ly away)"
Gliese GJ 4282,55.28,50.66,-20.11,-9.23,M3,3691,0.128,Red,0.0027,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (40.1 ly away), Tau Ceti System (47.9 ly away), Epsilon Eridani System (53.3 ly away)"
Gliese GJ 4381,55.28,43.18,-0.41,34.51,m,3100,0.163,Red,0.0022,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (48.2 ly away), Tau Ceti System (50.4 ly away), Epsilon Eridani System (52.5 ly away)"
Gliese Gl 709,55.3,2.79,-38.62,39.48,M0,3905,0.3,Red,0.0188,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Barnard's Star System (50.3 ly away), Gliese 581 System (50.7 ly away), Solar System (Earth/Sun) (55.3 ly away)"
Gliese Gl 744,55.3,12.57,-41.84,-33.9,G8V,5585,0.997,Yellow,0.8678,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Gliese 667 System (35.2 ly away), Gliese 876 System (48.2 ly away), Gliese 581 System (48.2 ly away)"
Gliese Gl 762.1,55.32,11.17,-26.58,47.21,K1V,5109,0.969,Orange,0.5739,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Barnard's Star System (51.5 ly away), Solar System (Earth/Sun) (55.3 ly away), Gliese 876 System (55.7 ly away)"
Gliese GJ 3759,55.34,-24.07,-6.6,-49.39,G2V,3809,0.239,Yellow,0.0107,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Gliese 667 System (43.5 ly away), Gliese 581 System (48.8 ly away), Proxima Centauri System (51.3 ly away)"
Gliese Gl 538,55.39,-46.7,-27.93,10.37,G8V,5491,0.978,Yellow,0.7798,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Gliese 581 System (38.3 ly away), Gliese 667 System (50.2 ly away), Wolf 359 System (50.3 ly away)"
Gliese Gl 553,55.4,-43.34,-33.49,-8.33,K7V,3945,0.448,Orange,0.0437,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 581 System (35.8 ly away), Gliese 667 System (43.1 ly away), Wolf 359 System (51.4 ly away)"
Gliese Gl 507.1,55.41,-43.52,-15.77,30.46,M2,3841,0.27,Red,0.0142,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 581 System (45.1 ly away), 55 Cancri System (47.3 ly away), Wolf 359 System (49.9 ly away)"
Gliese Gl 728,55.45,11.19,-51.7,16.62,M0,4150,0.451,Red,0.0541,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 667 System (46.9 ly away), Gliese 581 System (47.7 ly away), Barnard's Star System (49.7 ly away)"
Gliese Gl 330,55.48,-37.93,38.91,11.2,M5,3777,0.282,Red,0.0145,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"55 Cancri System (20.5 ly away), Ross 128 System (45.7 ly away), Wolf 359 System (48.9 ly away)"
Gliese Gl 565,55.53,-37.06,-34.46,-22.86,K3V,4658,0.67,Orange,0.1898,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 581 System (36.8 ly away), Gliese 667 System (38.7 ly away), Proxima Centauri System (52.1 ly away)"
Gliese Gl 886,55.56,53.66,-13.91,-3.73,K4V,4884,0.71,Orange,0.2575,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 876 System (40.6 ly away), Tau Ceti System (47.3 ly away), Epsilon Eridani System (52.4 ly away)"
Gliese GJ 3289,55.56,22.04,50.89,3.5,m,3100,0.025,Red,0.0001,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,TRUE,2,"Epsilon Eridani System (45.8 ly away), Tau Ceti System (47.8 ly away), Ross 128 System (48.2 ly away)"
Gliese GJ 1216,55.56,-6.18,-35.74,42.1,m,3568,0.053,Red,0.0004,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 581 System (49.7 ly away), Barnard's Star System (50.9 ly away), Solar System (Earth/Sun) (55.6 ly away)"
Hipparcos 80383,55.64,-16.3,-36.81,-38.41,G2V,4784,0.143,Yellow,0.0095,1.0,Solar metallicity,Main Sequence,images/sun.jpg,FALSE,0,"Gliese 667 System (34.0 ly away), Gliese 581 System (41.8 ly away), Proxima Centauri System (51.7 ly away)"
Gliese GJ 3414,55.66,-7.78,30.98,45.58,k-m,4500,0.115,Orange,0.0048,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,TRUE,1,"55 Cancri System (31.6 ly away), Ross 128 System (47.3 ly away), Wolf 359 System (53.1 ly away)"
Gliese GJ 1102A,55.66,-25.55,48.95,6.97,DC9,4515,0.012,White,0.0001,1.0,Solar metallicity,White Dwarf,images/sirius.jpg,FALSE,0,"55 Cancri System (26.1 ly away), Ross 128 System (45.0 ly away), Wolf 359 System (50.6 ly away)"
Gliese GJ 1102B,55.66,-25.55,48.95,6.97,DC9,4121,0.014,White,0.0001,1.0,Solar metallicity,White Dwarf,images/sirius.jpg,FALSE,0,"55 Cancri System (26.1 ly away), Ross 128 System (45.0 ly away), Wolf 359 System (50.6 ly away)"
Gliese Gl 531,55.71,-30.96,-16.57,-43.24,K1V,5021,0.709,Orange,0.2863,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 667 System (41.0 ly away), Gliese 581 System (44.4 ly away), Proxima Centauri System (51.6 ly away)"
Gliese GJ 1026B,55.75,50.38,14.26,19.16,M3.5,3100,0.183,Red,0.0028,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (46.7 ly away), Tau Ceti System (46.9 ly away), Epsilon Eridani System (49.2 ly away)"
Gliese GJ 4124,55.75,21.7,-41.67,30.02,M3,3622,0.134,Red,0.0028,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Barnard's Star System (50.8 ly away), Gliese 876 System (51.0 ly away), Gliese 581 System (54.4 ly away)"
Gliese Gl 348B,55.77,-44.07,34.08,-2.68,K0,5078,0.757,Orange,0.342,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"55 Cancri System (30.6 ly away), Ross 128 System (47.7 ly away), Wolf 359 System (48.7 ly away)"
Gliese Gl 864,55.83,52.13,-19.97,-0.82,K5,3932,0.348,Orange,0.026,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Gliese 876 System (41.2 ly away), Tau Ceti System (48.8 ly away), Epsilon Eridani System (53.9 ly away)"
Gliese Gl 905.2A,55.86,46.97,-3.32,30.05,M5,3720,0.092,Red,0.0015,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (47.1 ly away), Tau Ceti System (50.3 ly away), Epsilon Eridani System (53.0 ly away)"
Gliese Gl 17.1,55.88,38.82,3.62,-40.02,M0,3832,0.301,Red,0.0175,0.5,Metal-poor,Main Sequence (Red Dwarf),images/red_dwarf.jpg,FALSE,0,"Gliese 876 System (44.5 ly away), Tau Ceti System (46.5 ly away), Epsilon Eridani System (50.5 ly away)"
Gliese Gl 98A,55.92,44.56,33.5,4.32,K7V:,3955,0.624,Orange,0.0856,1.0,Solar metallicity,Main Sequence,images/orange_dwarf.jpg,FALSE,0,"Tau Ceti System (45.2 ly away), Epsilon Eridani System (46.3 ly away), Gliese 876 System (49.1 ly away)"
